3,8.804231155112959,13.40199999999992%
4,8.926418839666097,15.518000000000113%
5,8.988526639861561,17.11900000000014%
6,9.033042026274234,19.033000000000044%
7,9.043547704461895,20.834999999999955%
8,9.042258456327456,22.24900000000001%
9,9.045101730603708,23.499999999999996%
10,9.039637278190092,24.654999999999998%
11,9.012498804612175,25.810000000000283%
12,8.991085796688123,26.91300000000034%
13,8.964447608384296,27.826999999999746%
14,8.939159353860406,29.146999999999824%
15,8.89801462937396,29.44199999999986%
16,8.876128141331842,30.409000000000123%
17,8.842458892009496,31.22100000000016%
18,8.810562984819052,31.89699999999934%
19,8.753199935471397,32.513999999999704%
20,8.733398414384757,33.17000000000051%
21,8.673882330110926,33.54799999999929%
22,8.650783689436434,34.40500000000014%
23,8.598644766471121,34.59500000000016%
24,8.552481699983352,35.29199999999995%
25,8.500853974520279,35.08000000000037%
26,8.478541325341393,35.80700000000056%
27,8.430778823877331,36.11300000000044%
28,8.39600869381162,36.33699999999989%
29,8.332140347618445,36.47299999999981%
30,8.30444730238464,36.66700000000007%
31,8.257782638748544,36.970999999999805%
32,8.191958877456582,36.88900000000023%
33,8.157272357044858,37.058999999999735%
34,8.108376304968452,36.996000000000045%
35,8.06132519052303,37.0589999999999%
36,8.014181352780508,36.9450000000003%
37,7.971217719468814,37.186%
38,7.932734342288662,36.5589999999999%
39,7.874136212065453,36.7820000000002%
40,7.8208317514790435,36.67899999999973%
41,7.775972481176076,36.60700000000007%
42,7.735806772715652,36.597000000000364%
43,7.681744963538137,36.22200000000022%
44,7.622533587147286,35.90499999999992%
45,7.590233350354671,36.161000000000094%
46,7.534714195114968,35.660000000000075%
47,7.506291675672755,35.731%
48,7.423455756528345,34.89800000000018%
49,7.403818440082737,34.97899999999968%
50,7.342318580326489,34.49800000000048%
51,7.3024484918583425,34.14499999999997%
52,7.265909658641407,33.963000000000235%
53,7.211563509301923,33.4490000000004%
54,7.179443088225623,33.47600000000026%
55,7.119121123229602,32.72299999999971%
56,7.082726586945341,32.32300000000005%
57,7.018692196961389,31.820000000000036%
58,6.965040875259021,31.33300000000052%
59,6.918669259147398,31.13699999999969%
60,6.878609286205983,30.347000000000197%
61,6.812183212403302,29.705999999999584%
62,6.7845085142778085,29.346999999999984%
63,6.726456241011438,28.904999999999824%
64,6.68590160821369,28.155999999999683%
65,6.627269772402244,27.61300000000031%
66,6.560362061784933,27.13600000000008%
67,6.526473747295961,26.236999999999576%
68,6.4681973300301685,25.463999999999682%
69,6.4173633041403155,25.06800000000039%
70,6.37617812526604,24.416999999999998%
71,6.32356326946018,23.89399999999999%
72,6.274997517183141,23.030999999999977%
73,6.233968587451672,22.400999999999968%
74,6.184265067468482,21.99199999999998%
75,6.148804347963537,21.129000000000065%
76,6.076283850860395,20.336999999999918%
77,6.046414821703262,19.614000000000086%
78,5.981405483245502,18.74300000000017%
79,5.946386308890509,18.082999999999913%
80,5.89488557526118,17.267999999999876%
81,5.823541037848284,16.18299999999997%
82,5.796505184986032,15.627999999999991%
83,5.742804554502474,14.934000000000166%
84,5.708081497242867,14.06700000000021%
85,5.641634236817017,13.277999999999798%
86,5.593002183419542,12.140000000000004%
87,5.543006800559498,11.348%
88,5.488412310000713,10.288000000000016%
89,5.453115324015715,9.606000000000007%
90,5.396596217746501,8.710000000000042%
91,5.341458007290001,7.733000000000005%
92,5.301160841604025,6.780000000000025%
93,5.255231312027886,5.893999999999991%
94,5.188589818661761,4.844000000000028%
95,5.158911475438028,3.980999999999988%
96,5.090423045277004,2.936000000000002%
97,5.045652194333679,1.9329999999999945%
98,4.9979995099408505,1.0130000000000199%
99,4.996267404968161,1.0010000000000006%